timestamp,lat,lon,ax,ay,az,gx,gy,gz,event
2025-02-15 09:00:00,19.10600,72.89270,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:01:00,19.10609,72.89277,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:02:00,19.10618,72.89284,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:03:00,19.10627,72.89292,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:04:00,19.10636,72.89299,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:05:00,19.10645,72.89306,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:06:00,19.10645,72.89306,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:07:00,19.10654,72.89313,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:08:00,19.10663,72.89320,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:09:00,19.10672,72.89328,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:10:00,19.10681,72.89335,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:11:00,19.10690,72.89342,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:12:00,19.10690,72.89342,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:13:00,19.10699,72.89349,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:14:00,19.10708,72.89356,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:15:00,19.10717,72.89364,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:16:00,19.10726,72.89371,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:17:00,19.10735,72.89378,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:18:00,19.10735,72.89378,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:19:00,19.10744,72.89385,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:20:00,19.10753,72.89392,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:21:00,19.10762,72.89400,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:22:00,19.10771,72.89407,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:23:00,19.10780,72.89414,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:24:00,19.10780,72.89414,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:25:00,19.10789,72.89421,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:26:00,19.10798,72.89428,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:27:00,19.10807,72.89436,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:28:00,19.10816,72.89443,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:29:00,19.10825,72.89450,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:30:00,19.10825,72.89450,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:31:00,19.10834,72.89457,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:32:00,19.10843,72.89464,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:33:00,19.10852,72.89472,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:34:00,19.10861,72.89479,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:35:00,19.10870,72.89486,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:36:00,19.10870,72.89486,0.07,0.06,1.0,0.72,0.6,0.36,STOP
2025-02-15 09:37:00,19.10879,72.89493,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:38:00,19.10888,72.89500,0.07,0.06,1.0,0.72,0.6,0.36,-
2025-02-15 09:39:00,19.10897,72.89508,0.07,0.06,1.0,0.72,0.6,0.36,-
