timestamp,lat,lon,ax,ay,az,gx,gy,gz,event
16-01-2026 22:56,28.61314,77.22476,-0.09,-0.03,-0.03,0,0,0,-
16-01-2026 22:57,28.61555,77.23263,0.08,0.03,0.03,0,0,0,-
16-01-2026 22:58,28.60656,77.23477,0.04,0.21,0.21,0,0,0.1,-
16-01-2026 22:59,28.59782,77.24044,0.03,0.03,0.03,0,0,0,-
16-01-2026 23:00,28.58997,77.24602,-0.04,0.03,0.03,0,0,0,-
16-01-2026 23:01,28.58037,77.25239,-0.08,0.03,0.03,0,0,0,-
16-01-2026 23:02,28.57089,77.25949,0,0.03,0.03,0,0,0,-
16-01-2026 23:03,28.56129,77.26672,0.08,-0.04,-0.04,0,0,0,-
16-01-2026 23:04,28.55092,77.27443,-0.02,0.16,0.16,0,0,0.1,-
16-01-2026 23:05,28.54126,77.28149,-0.03,-0.03,-0.03,0,0,0,-
16-01-2026 23:06,28.53053,77.28776,0.02,0.23,0.23,0,0,0.1,-
16-01-2026 23:07,28.53247,77.29701,-0.06,0.04,0.04,0,0,0,-
16-01-2026 23:08,28.5283,77.30584,0.02,-0.01,-0.01,0,0,0,-
16-01-2026 23:09,28.51877,77.31116,0.03,0.02,0.02,0,0,0,-
16-01-2026 23:10,28.50714,77.31496,-0.01,-0.03,-0.03,0,0,0,-
16-01-2026 23:11,28.4955,77.31635,0.05,0.04,0.04,0,0,0,-
16-01-2026 23:12,28.48364,77.31769,-0.04,-0.04,-0.04,0,0,0,-
16-01-2026 23:13,28.47127,77.3167,-0.06,-0.16,-0.16,0,0,0.1,brake
16-01-2026 23:14,28.46031,77.31806,-0.07,0.01,0.01,0,0,0,-
16-01-2026 23:15,28.44957,77.31913,-0.02,0.01,0.01,0,0,0,-
16-01-2026 23:16,28.43971,77.32393,0,-0.18,-0.18,0,0,0.1,curve
16-01-2026 23:17,28.42838,77.32716,0.05,0.04,0.04,0,0,0,-
16-01-2026 23:18,28.41423,77.3313,0.04,-0.02,-0.02,0,0,0,-
16-01-2026 23:19,28.403,77.33453,0.08,0.02,0.02,0,0,0,-
16-01-2026 23:20,28.39021,77.33669,-0.1,-0.19,-0.19,0,0,0.1,-
16-01-2026 23:21,28.37917,77.33781,-0.06,0.01,0.01,0,0,0,-
16-01-2026 23:22,28.36596,77.33903,-0.02,-0.02,-0.02,0,0,0,-
16-01-2026 23:23,28.35488,77.34061,-0.01,-0.03,-0.03,0,0,0,-
16-01-2026 23:24,28.34533,77.34166,-0.03,0.18,0.18,0,0,-0.1,-
16-01-2026 23:25,28.33281,77.34311,0.06,-0.04,-0.04,0,0,0,-
16-01-2026 23:26,28.32359,77.34427,0.05,-0.03,-0.03,0,0,0,-
16-01-2026 23:27,28.31136,77.34497,-0.02,-0.01,-0.01,0,0,0,-
16-01-2026 23:28,28.30517,77.33515,0.07,-0.18,-0.18,0,0,-0.1,-
16-01-2026 23:29,28.30522,77.32155,-0.01,0.04,0.04,0,0,0,-
16-01-2026 23:30,28.3034,77.31103,-0.11,-0.17,-0.17,0,0,0.1,-
16-01-2026 23:31,28.29626,77.30495,0,0.21,0.21,0,0,0.1,-
16-01-2026 23:32,28.29211,77.2946,0.06,-0.02,-0.02,0,0,0,-
16-01-2026 23:33,28.29086,77.2835,0.06,-0.24,-0.24,0,0,0.1,-
16-01-2026 23:34,28.28645,77.27159,-0.09,0.03,0.03,0,0,0,-
16-01-2026 23:35,28.28158,77.25779,-0.01,-0.03,-0.03,0,0,0,-
16-01-2026 23:36,28.27631,77.24549,-0.03,-0.17,-0.17,0,0,0.1,-
16-01-2026 23:37,28.26734,77.23502,-0.04,0.05,0.05,0,0,0,-
16-01-2026 23:38,28.25729,77.22995,0.08,0.01,0.01,0,0,0,-
16-01-2026 23:39,28.24745,77.22542,-0.11,0.03,0.03,0,0,0,-
16-01-2026 23:40,28.23736,77.21612,-0.04,-0.16,-0.16,0,0,0.1,-
16-01-2026 23:41,28.22948,77.20863,0.04,-0.21,-0.21,0,0,0.1,-
16-01-2026 23:42,28.21762,77.19648,0.04,-0.24,-0.24,0,0,0.1,curve
16-01-2026 23:43,28.21091,77.18983,0.01,-0.01,-0.01,0,0,0,-
16-01-2026 23:44,28.20437,77.18238,0.02,0.16,0.16,0,0,0.1,-
16-01-2026 23:45,28.19657,77.17518,-0.03,-0.04,-0.04,0,0,0,-
16-01-2026 23:46,28.18117,77.16999,0.01,0.21,0.21,0,0,0.1,-
16-01-2026 23:47,28.1711,77.16555,-0.01,-0.04,-0.04,0,0,0,-
16-01-2026 23:48,28.16433,77.15758,0,0.04,0.04,0,0,0,-
16-01-2026 23:49,28.15963,77.15175,0.04,-0.2,-0.2,0,0,-0.1,-
16-01-2026 23:50,28.14835,77.14726,0.01,-0.25,-0.25,0,0,0.1,-
16-01-2026 23:51,28.13341,77.14517,-0.05,0.03,0.03,0,0,0,-
16-01-2026 23:52,28.12145,77.14382,-0.01,0.17,0.17,0,0,-0.1,-
16-01-2026 23:53,28.10253,77.14171,0.01,0,0,0,0,0,-
16-01-2026 23:54,28.0883,77.13759,0.07,0.2,0.2,0,0,0.1,-
16-01-2026 23:55,28.07737,77.13325,0.04,0.05,0.05,0,0,0,-
16-01-2026 23:56,28.05249,77.13099,0,0.05,0.05,0,0,0,-
16-01-2026 23:57,28.03336,77.11856,-0.07,-0.03,-0.03,0,0,0,-
16-01-2026 23:58,28.01618,77.10909,0.08,0.03,0.03,0,0,0,-
16-01-2026 23:59,28.00386,77.10289,0.02,-0.04,-0.04,0,0,0,-
17-01-2026 00:00,27.98359,77.09713,-0.02,0.18,0.18,0,0,0.1,-
17-01-2026 00:01,27.97022,77.09334,-0.04,-0.03,-0.03,0,0,0,-
17-01-2026 00:02,27.95887,77.09014,-0.04,-0.21,-0.21,0,0,-0.1,-
17-01-2026 00:03,27.94588,77.08614,-0.1,-0.01,-0.01,0,0,0,-
17-01-2026 00:04,27.934,77.08232,-0.02,0.05,0.05,0,0,0,-
17-01-2026 00:05,27.92084,77.07597,0.03,0.03,0.03,0,0,0,-
17-01-2026 00:06,27.91007,77.06905,0.04,-0.05,-0.05,0,0,0,-
17-01-2026 00:07,27.89918,77.06109,0.06,-0.02,-0.02,0,0,0,-
17-01-2026 00:08,27.88597,77.05502,0.02,-0.23,-0.23,0,0,-0.1,-
17-01-2026 00:09,27.8709,77.05001,-0.03,-0.02,-0.02,0,0,0,-
17-01-2026 00:10,27.8556,77.04342,0.01,0.04,0.04,0,0,0,-
17-01-2026 00:11,27.84166,77.03588,-0.01,-0.02,-0.02,0,0,0,-
17-01-2026 00:12,27.82918,77.02838,-0.05,0.02,0.02,0,0,0,-
17-01-2026 00:13,27.81896,77.02236,0.02,-0.02,-0.02,0,0,0,-
17-01-2026 00:14,27.80675,77.01846,0.01,-0.02,-0.02,0,0,0,-
17-01-2026 00:15,27.79216,77.00974,-0.04,-0.22,-0.22,0,0,-0.1,curve
17-01-2026 00:16,27.7824,77.00389,-0.01,0.01,0.01,0,0,0,-
17-01-2026 00:17,27.77031,76.99673,-0.07,-0.01,-0.01,0,0,0,-
17-01-2026 00:18,27.75928,76.99146,0.04,0.03,0.03,0,0,0,-
17-01-2026 00:19,27.74659,76.98766,0,0.03,0.03,0,0,0,-
17-01-2026 00:20,27.73629,76.98496,-0.05,-0.05,-0.05,0,0,0,-
17-01-2026 00:21,27.72276,76.98132,0.02,0.04,0.04,0,0,0,-
17-01-2026 00:22,27.70861,76.97758,0.04,-0.03,-0.03,0,0,0,-
17-01-2026 00:23,27.70009,76.97531,-0.06,-0.01,-0.01,0,0,0,-
17-01-2026 00:24,27.68624,76.97253,-0.03,0,0,0,0,0,-
17-01-2026 00:25,27.67773,76.97125,0.03,-0.15,-0.15,0,0,0.1,-
17-01-2026 00:26,27.66401,76.96699,0.02,-0.04,-0.04,0,0,0,-
17-01-2026 00:27,27.6544,76.96347,0.05,0.04,0.04,0,0,0,-
17-01-2026 00:28,27.64547,76.96137,0.02,-0.15,-0.15,0,0,0.1,curve
17-01-2026 00:29,27.63556,76.96034,-0.08,-0.02,-0.02,0,0,0,-
17-01-2026 00:30,27.62585,76.95825,0.02,-0.17,-0.17,0,0,-0.1,-
17-01-2026 00:31,27.61717,76.95532,-0.06,0.05,0.05,0,0,0,-
17-01-2026 00:32,27.6075,76.95097,0.06,0,0,0,0,0,-
17-01-2026 00:33,27.59583,76.94255,0.04,-0.03,-0.03,0,0,0,-
17-01-2026 00:34,27.58719,76.93695,-0.02,0,0,0,0,0,-
17-01-2026 00:35,27.57322,76.93026,-0.03,0,0,0,0,0,brake
17-01-2026 00:36,27.56292,76.92398,-0.01,0.24,0.24,0,0,0.1,-
17-01-2026 00:37,27.55235,76.91458,-0.03,0.02,0.02,0,0,0,-
